Class,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
Sound_Guitar,-420.83649,137.86749,8.6936083,20.510288,15.3794,-3.7183585,-3.9792387,-0.26510343,-3.1159022,-2.9302115,3.4767466,0.34011012,-4.6123953,-0.11783636,0.99864554,-0.257144,-1.944105,-0.40076384,2.666141,-1.8468434,-2.2203593,1.6278248,-3.2200041,-2.2803476,0.10446916,-3.9000657,-0.57831758,-2.2749412,-3.5166512,0.57753724,-1.7306037,-3.2983146,-1.6367314,-1.5110017,-3.9556534,-4.6421933,-4.0147405,-4.6895528,-2.5805652,1.0265245
Sound_Guitar,-402.29919,122.55069,5.6865168,22.18836,12.569377,-4.3787045,-5.9200797,-1.0418197,-4.3325286,-4.941402,3.5039232,-0.54611832,-4.6153097,-0.21431814,0.24880084,-0.40292311,-3.2670841,-1.7040493,2.3941562,-1.2622726,-2.3325398,0.96486086,-2.800437,-1.2719647,-0.64520198,-4.0483127,0.86363715,-3.9632001,-3.2423193,1.5277715,-3.9830859,-3.2620039,-1.3649542,-1.9754354,-3.3911309,-5.0842476,-4.1867285,-4.8453927,-2.8491282,1.2731217
Sound_Guitar,-389.74243,125.33244,34.085865,29.7976,9.4961605,3.0232022,0.086688809,-2.5168207,-5.9010615,-2.3191853,-3.0167925,-3.1965845,-3.9194179,-3.0086851,-3.9666021,-2.282624,-3.9260864,-3.558244,-4.9597898,-4.7350931,-4.1265178,-0.64428121,-1.5006571,-2.6049674,1.7724166,0.012358439,2.8840227,0.32680646,-2.8405223,-5.0002952,-5.9732094,-1.3663237,3.2287049,3.4032543,-0.45126164,-4.6768317,-5.9707923,-3.6628556,-3.0326784,-5.0701108
Sound_Guitar,-407.99594,136.67816,23.661629,24.476484,7.7993979,5.8650322,0.12116413,1.2991705,-3.1432164,-0.15665933,-2.5226762,-0.62621748,-2.2744193,-1.3979712,-2.7802091,-1.5657424,-3.5514162,-2.5329981,-3.8886435,-3.2980313,-4.3947759,-0.59943932,-1.5726131,-2.100234,2.2890179,0.17639841,3.4314787,0.64367086,-2.3765028,-4.1908159,-4.4902711,-0.77105206,1.9298805,1.5532773,-1.1349108,-3.5658596,-3.8834321,-2.0112021,-2.2662315,-3.979171
Sound_Guitar,-503.178833,121.571075,25.2512569,36.7707481,1.33626115,8.65613842,0.213017613,-4.19798422,-2.70364428,-2.89612961,-0.69893986,1.03359067,-10.7870016,-0.376955569,-4.43182659,-9.16695404,-3.60012555,-2.18009686,-8.32926464,-2.52031255,-4.81724787,-3.74795842,-4.78483295,-7.00794697,2.68110561,-0.024870409,7.7395668,-0.211889595,-5.016366,-4.50108528,-11.5980558,0.078574166,-1.59128189,-4.90114832,-5.90030384,-3.64576864,0.035030872,1.24543071,-2.2394712,-0.246132866
Sound_Guitar,-420.29968,62.410992,22.274006,17.219828,6.3120704,-4.0386882,-8.0006113,-8.2910013,-8.2532225,-11.434896,-11.721032,-7.5758033,-5.2751365,-3.774648,-2.6763034,-4.2883048,-5.2431254,-2.3574278,2.9410655,9.0455875,15.319896,17.642508,13.956134,11.165637,8.7872372,7.5000806,10.294924,8.2858868,3.2758341,0.10724666,-2.1189351,-1.8688421,-2.2242529,-6.1535735,-7.5905485,-5.8240523,-6.0909548,-6.3076453,-2.1584401,4.7203507
Sound_Guitar,-389.812347,117.287346,43.2593994,28.9896278,16.6985836,-0.001068371,-7.59802246,-11.1017904,-10.1710148,-8.6119709,-11.8830729,-13.7046108,-10.1358719,-8.65259838,-9.12590313,-7.49616385,-8.43407536,-12.890089,-10.3170214,-2.55096292,0.572961569,2.64513993,2.01758885,-5.84054804,-8.90557003,-4.72562885,-3.5730114,-3.22261763,-4.87085199,-8.70830917,-5.33721447,2.78998256,5.34622288,-1.54748011,-7.30832291,-4.78798962,-4.85143423,-9.69162083,-8.76466465,0.970920682
Sound_Guitar,-247.68658,135.71823,1.2576377,37.373253,-14.40385,10.470943,-8.5771875,-3.4850807,-11.480141,-0.1492849,-9.0209427,-2.985182,-9.6893349,-5.9515886,-11.104617,-4.1411233,-12.899399,-3.4447339,-7.4745326,-2.8067994,-3.0585785,-5.0143743,-2.6232479,-5.7442775,0.28718939,-9.9308443,-3.3173044,-5.4610186,-6.4195585,-4.6386967,-10.329177,-5.6325264,-6.721806,3.7862475,0.16305944,4.0060892,-4.3398447,-4.5937648,-8.7876282,-6.5978436
Sound_Guitar,-271.6125,153.29494,1.1774552,35.357796,-13.622207,9.961953,-9.43519,-2.6156652,-11.818752,2.067894,-8.488829,-2.6468165,-7.942133,-5.757896,-11.570921,-2.472768,-9.881764,-3.9708211,-5.0720596,-2.5176067,-4.3551574,-6.7493715,-1.6514516,-7.1557007,2.0774045,-8.245384,-3.887608,-5.450265,-6.243445,-5.9389567,-10.499455,-6.7446213,-6.6927795,2.8463206,0.81765515,4.845953,-1.8879108,-3.9360433,-7.9724507,-7.156116
Sound_Guitar,-325.18127,137.30316,6.9801798,29.371399,-5.8468552,6.6738839,-6.9486809,-2.3399289,-5.6191602,-0.017164279,-5.0338831,-3.0392303,-4.6911263,-5.9443603,-9.8807669,-2.4927425,-5.1229839,-2.9730215,-8.0667648,-4.9744744,-3.115052,-4.4006829,-1.987342,-8.0814457,-0.65477377,-6.0889249,-2.5363386,-6.5852637,-4.2693777,-1.8380769,-1.9384159,2.7107239,-1.7934228,-1.2069602,-4.9625196,-3.2296603,-4.8875771,-3.9645524,-5.9467125,-3.790107
Sound_Guitar,-326.72137,130.3243,2.0558932,27.968752,-10.289595,7.0969615,-6.3649983,-1.7064499,-6.6662889,-1.3813965,-5.6296139,-2.8375237,-5.8300252,-4.9763279,-8.3991613,-2.7337434,-9.6161585,-3.9131336,-8.1907616,-4.8979373,-2.6156323,-3.1719627,-2.2125561,-6.7573266,-1.2093097,-7.9231253,-0.14421161,-4.8729405,-3.8408291,-2.3762493,-2.9643412,2.7694464,-1.4543164,-1.0268664,-5.6274471,-3.0234752,-4.561554,-3.6727664,-6.9903207,-4.3223176
Sound_Guitar,-318.56696,119.5615,2.5670328,30.54941,-3.7701647,8.012084,-5.785562,-2.3793166,-10.484675,-3.2554393,-6.3202305,-3.1380527,-7.6935453,-5.681926,-6.950038,-1.0975693,-6.0450635,-4.634187,-11.277841,-7.5253057,-6.072642,-3.5501378,-1.5585313,-5.2561336,0.6182607,-5.4872704,2.9297302,-3.1780853,-8.182945,-7.6516647,-5.905641,2.5303783,4.30003,3.2488513,-3.9325953,-5.4564,-10.049294,-6.358263,-5.1597695,-2.827315
Sound_Guitar,-320.07181,128.38171,4.2332191,29.79558,-1.8425435,10.059456,-4.6293888,-2.1521037,-8.3640547,-1.0196956,-6.2583752,-2.9722264,-6.9794025,-5.3389816,-6.4512568,-0.12747842,-5.8799181,-4.1255636,-10.856599,-6.9187813,-5.671659,-3.1517079,-2.2101922,-5.6536746,2.2980995,-6.1001887,1.69552,-1.6504432,-7.4520087,-6.8797741,-5.5270567,0.96192765,1.9986783,2.7520683,-3.8885632,-4.5360761,-9.4467793,-6.4275465,-5.097311,-3.536871
Sound_Guitar,-498.17819,56.957367,9.059763,14.004852,-7.0794821,-0.46918654,-1.5931606,-0.54022944,-6.2740164,-0.86015248,-3.5076261,0.40279388,-3.6678143,-2.7594666,-1.9242742,1.3910873,2.2047317,3.1810496,0.86729354,5.2776694,5.0361471,5.0460939,3.5735705,-1.0097784,1.5545312,3.483824,9.1155729,0.68129015,-2.1244636,1.8501881,5.599257,7.5465651,-0.68432522,-2.3783319,-3.0670617,-2.0260525,-1.9761145,1.1770232,3.7299535,4.6047535
Sound_Guitar,-488.37155,59.918133,8.6090851,15.562456,-7.9472194,0.26665556,-2.63378,-1.5309503,-6.7965856,-0.88263738,-4.1530142,-0.40391755,-4.544096,-2.8183768,-2.6197886,1.1699944,1.8168761,3.5768297,0.62669635,4.2452788,5.3681912,4.0914397,3.4323518,-0.42434296,1.032545,3.8866088,8.9535217,0.46740639,-2.0851505,1.8639128,5.6105037,7.2038665,-0.88395447,-2.3474636,-3.491612,-2.4545195,-1.8553847,1.8881112,4.0623317,3.5993936
Sound_Guitar,-470.45474,71.515213,12.23688,20.363005,-2.1867113,0.68891329,-2.6285951,1.5359914,-5.5999594,-1.4053284,-4.8776693,-1.9426697,-5.0386987,0.74962717,-1.781092,-1.1435335,-3.5319433,-0.77340895,-0.64941102,2.6125453,1.7096031,4.8894324,3.4840643,0.87336284,3.9604654,0.86490345,3.1966739,-0.11218446,0.12431185,4.9377451,4.9888015,5.7526107,0.49455187,-1.9148334,-3.2669189,-0.8654595,-1.4196455,0.48646271,0.74965572,2.320451
Sound_Guitar,-437.22882,85.216934,15.038496,23.204641,-3.151608,2.2760766,-0.92858279,3.0756152,-5.3485789,-0.42134336,-5.9090323,-1.8665535,-5.7069697,-0.01792849,-2.878134,-1.2050631,-3.4443357,0.26580852,-1.3389935,1.3239329,1.5021678,5.507266,3.5953693,0.22318414,3.1640458,-0.42812246,3.2687647,-1.0052297,-0.95360798,4.2307167,4.8062921,6.1149278,0.20866916,-1.8787125,-3.0407519,-0.55763656,-2.2255354,0.067290172,0.62468815,2.4488978
Sound_Guitar,-402.15692,96.237511,5.0731564,24.401087,0.39779761,9.3333597,-3.4322145,1.4761918,-5.4267077,1.8549243,-3.0865598,0.42209601,-2.1397893,0.011013153,-4.6706867,-1.2625557,-5.5372057,0.13660836,-2.7043619,-0.48489892,-0.41641405,-1.3623612,-2.8315744,-3.3943956,2.5061486,-4.8702164,0.55928683,-0.58185315,-1.7655119,-2.2596598,-5.1897464,-3.0742133,-1.9208894,1.7088852,0.59567541,2.0711291,-1.5268159,-1.5831425,-3.3908539,-2.1731951
Sound_Guitar,-403.94885,83.754593,5.4074435,24.549826,-1.8553331,9.4163475,-2.0426476,2.3430851,-5.6066222,2.6946449,-3.8720369,1.4645381,-2.2185304,0.16751561,-5.2772427,-0.81982034,-6.2211208,-0.3974472,-1.6871697,0.97701246,-0.37157401,0.77029687,-1.4560647,-2.0979552,4.0716395,-2.4190538,2.3252306,1.2523293,-1.3322738,-3.6316772,-6.5353336,-3.8544738,-1.6359597,0.91477394,-0.40037191,0.58035147,-2.0625925,-1.3804832,-3.2512424,-1.6603338
Sound_Guitar,-465.49335,89.624657,15.906554,22.31307,5.277185,0.49708188,-5.249269,-3.4824123,-4.9616318,-2.7054031,-5.8435693,-3.373291,-4.5112543,-3.1849053,-2.5284884,-1.0370409,-4.2734828,-5.4834886,-5.8254404,-2.4219866,-2.0231268,-1.2987612,-2.4192476,-3.1395969,-1.8126478,-5.7118764,0.56956387,1.1480789,-0.71869922,-0.24238241,-2.6492107,-1.4212465,1.6128291,4.2068825,2.1567638,-0.060931738,-2.276083,-1.4195203,-0.50257879,1.2577767
Sound_Guitar,-455.929871,105.770386,19.8102741,23.1699314,7.47786331,2.08990526,-4.6638422,-3.82375121,-4.37705612,-0.896776617,-5.50101185,-2.86952686,-4.2713418,-3.33992863,-2.45787811,-0.751680374,-3.94948173,-4.66527271,-4.95232105,-2.85881066,-2.90229082,-2.42829323,-2.10598898,-3.06540537,-1.72842216,-5.89305115,0.047914285,1.6259402,0.160215408,0.37396881,-2.33094835,-1.28798044,1.85463762,4.17138958,1.86391973,-0.088106833,-2.13700294,-1.54484832,-0.671976566,1.41677284
Sound_Guitar,-473.43961,91.570602,11.60386,21.081829,-2.7280226,-5.511848,-5.0526652,-4.8520064,-8.9990673,-4.9650483,-9.0955009,-4.7855535,-6.29738,-3.8553479,-2.2713263,-4.6961074,-5.1171069,-3.120399,-3.8044157,-0.47245833,-0.83748716,1.4440958,0.06345436,-0.44950539,3.8418574,1.3171375,5.611784,1.2622658,3.745605,6.0523624,4.1444669,2.4665055,1.1674925,1.0686662,1.3958113,3.7920873,2.3447139,5.1190014,2.9212973,0.70893449
Sound_Guitar,-467.18137,79.638397,7.8767848,18.746038,-5.0175271,-7.2131147,-7.9220395,-5.2320538,-9.2528954,-5.5736985,-9.6909924,-5.6339602,-7.0520306,-3.2100811,-3.2339857,-4.8703461,-5.0937214,-3.2995439,-3.9135385,-0.50424927,-0.78273457,2.6215441,0.13223426,-0.21736291,4.1226263,0.63953972,5.5642805,2.0253532,4.0166483,6.8698983,4.1457667,2.5948467,1.2698152,0.42168051,1.5867252,3.911077,2.0325119,5.0080018,3.3669808,0.40847209
Sound_Guitar,-548.56763,62.848362,16.447292,12.751045,10.316228,-0.78111637,-7.0296488,-10.17309,-10.336691,-7.7990065,-4.199255,0.45582047,5.0041981,7.3469315,6.8066092,5.0442266,5.0372348,7.7855124,12.393726,14.644012,9.8583336,3.4812694,1.4865667,0.73367006,1.0598512,2.1010051,-0.86756778,-2.9975009,-1.9298668,-1.8623005,-1.0316098,-2.1448071,-3.4550371,-0.88971329,1.4379423,4.2171659,5.4842973,4.020987,5.0194006,6.9654074
Sound_Guitar,-499.63162,104.475365,34.793335,30.292017,12.244123,6.0575724,-2.5654116,-5.273069,-6.3341675,-5.9914927,-10.368675,-9.218305,-10.274524,-7.670808,-5.9435625,-4.3645597,-4.9927645,-4.3388715,-5.778311,-5.8171034,-5.065311,-5.9334946,-6.552302,-2.7767336,-3.201112,-7.6961107,-3.6772702,-1.6250712,0.9416025,1.7020282,0.6320486,-1.9058789,-4.320674,-3.2027156,-2.0237823,-2.6136422,-5.42909,-6.293107,-7.2725782,-7.3676314
Sound_Guitar,-500.84845,45.46627,7.4252081,13.417786,3.4120843,7.3739457,0.87678868,1.666672,-0.67282706,0.95527357,-1.339245,1.3210829,0.18048337,1.4625953,0.20645756,1.3169415,-0.60543978,-0.7001344,-1.9790754,-0.083999254,0.90000999,1.1530093,0.47800255,0.66201359,2.8380256,0.15322447,1.0829941,0.97425133,0.80295426,1.2104669,0.56581479,0.62773377,0.25487581,1.147688,1.047631,1.7726606,0.80555439,1.3505785,0.76104099,0.93175763
Sound_Guitar,-529.24658,36.648071,4.0339446,10.925942,2.4315856,6.1200581,0.82537794,2.013833,-0.439156,1.893204,-0.91198891,2.0772834,0.58578199,1.5874358,0.34920412,1.7032865,-0.15854387,-0.66113937,-2.2696226,-0.28104344,0.056521174,1.4789982,0.81678826,1.388963,2.9087019,0.36906016,1.5579038,1.0998526,0.75370175,1.3313925,0.39015153,0.37067512,-0.15150715,0.90649974,0.72054613,1.6913503,0.68247324,1.4709851,1.1854783,1.1888777
Sound_Guitar,-470.43643,58.372559,8.7725048,17.797689,4.5002165,6.793961,0.25378495,1.7887182,-0.84907663,2.0305216,-2.2280517,1.0365047,-1.7683727,-0.054429587,-1.3194367,1.3753155,-0.7105971,-0.48408905,-2.1986053,0.087713346,1.2660646,2.9769032,0.68118036,-0.58485073,1.2623934,-2.1063607,1.8259728,2.0586326,1.6507699,1.3860372,-0.1614023,0.28810301,0.073543057,1.0117111,0.25762492,1.0393131,-0.25182396,0.2417004,-0.090843059,0.3415181
Sound_Guitar,-456.61661,70.269737,8.5439272,20.648071,6.9079905,7.6882887,-0.50815111,1.6195248,-1.7978199,2.2099395,-2.144516,0.81840897,-2.1638551,-0.16552433,-1.294392,1.6788104,-0.26877764,-1.1807934,-3.0676825,-0.56714696,1.3359444,3.5551245,0.39163864,-0.92742687,1.2895845,-3.5424283,1.9894531,2.1848669,1.7817671,2.1241279,0.31194562,0.31031531,-0.080381237,0.69028586,-0.46250889,0.49860078,-0.48736668,-0.002054447,-0.32463154,0.18041031
Sound_Guitar,-508.9642,53.308418,12.814068,17.103344,5.7380276,7.917963,3.0220978,4.5720057,0.027352607,3.4066911,0.39568907,2.6353741,0.038006231,1.4333782,-0.92464143,1.5976492,0.23320526,2.707397,1.5213026,2.4285614,1.3706567,2.6002555,1.0832541,0.68385279,2.2283306,-0.30438003,1.3507947,0.92747825,1.553295,2.8332534,1.2944089,1.0565064,0.28676829,1.3397038,1.1218517,1.7986032,0.49230513,0.34570616,-0.2974892,0.59885889
Sound_Guitar,-466.30869,69.941521,16.007269,21.794825,5.070394,7.4422011,1.2885883,2.9956386,-1.7077062,2.9257379,-0.83763689,1.6559888,-2.1179948,-0.035092205,-2.3228028,1.0854471,-0.26726127,3.2378232,2.103987,2.2932923,1.1086023,2.1185708,1.3767117,0.85835111,3.6053493,-0.72907478,1.1350334,0.61982882,1.6047868,3.298456,1.0774224,0.50838226,-0.47991243,1.3576665,1.5434469,2.3982949,0.55816483,0.31573296,-1.0350133,0.033669159
Sound_Guitar,-513.49316,47.726959,11.289733,16.249966,5.1596336,6.9157629,2.0740135,2.3033233,-0.22342956,2.4664576,0.17548062,2.092294,0.10371711,0.96476823,-0.22840059,2.2385166,1.0179405,2.154305,1.414632,2.1423585,0.91454566,0.89121103,-0.38968143,-0.14645319,2.4186862,0.29864925,2.3663442,0.97463006,0.42308715,1.4330812,1.3674245,1.8111761,0.77355438,1.008705,0.5183717,1.2914488,0.75407672,1.4719137,0.66395932,-0.042490575
Sound_Guitar,-469.47983,59.835468,12.322976,18.76326,4.4893899,8.3214893,1.746856,3.7664456,-0.15837546,3.5019357,0.14790642,2.6309576,0.004317706,0.64628637,-0.62651336,2.5294571,0.97845799,2.7008739,0.85548788,1.2586986,-0.28390259,0.7247234,0.035644382,-0.017887736,2.9499869,0.45015967,2.5343604,1.0992361,0.58635974,1.6124797,1.2592556,1.9311703,0.60443342,1.2811466,0.39027697,1.5489459,0.52013332,1.103961,-0.01580232,-0.12431551
Sound_Guitar,-368.48041,99.309464,5.1271124,29.237587,-2.0793056,4.3505197,-4.3501902,1.4737194,-6.1008558,0.51095825,-6.1300955,1.9125191,-4.5068369,-1.1550757,-5.3372717,-2.1564174,-3.8968174,-2.7821598,-7.3308482,-3.0007942,-3.9292097,1.6953851,0.33894387,-2.9892089,2.8895619,-3.2593513,2.4310319,-2.1054463,-3.2732964,-0.50844723,-2.6391509,0.52129495,-0.92898738,-0.26711234,-3.1548593,-1.5418251,-2.8396089,-0.49762195,-2.2705023,-1.1997018
Sound_Guitar,-445.40506,95.358521,7.9340129,21.322708,1.0674361,2.4108479,-3.2817333,-3.0450225,-3.0588589,-1.6835451,-3.7306311,-0.58620733,-3.1718621,-1.4880604,-5.510519,-3.1254225,0.054731071,0.57085866,-4.4411578,-4.7208509,-4.6954007,-1.2896661,0.34915695,0.19736484,4.4987693,-4.0257683,-3.4390395,-7.9643664,-5.9510632,3.7448447,1.6833686,-0.10705196,-3.4309065,-3.3036597,-1.9633763,-0.78005755,1.2714975,0.86520267,-0.67008752,-0.99973834
Sound_Guitar,-384.63898,116.88016,4.3481145,27.631506,10.088541,4.5253606,-5.8618326,-4.0346708,-8.151145,-0.77639359,-4.0068898,-5.5821633,-8.320981,-6.402709,-8.4990921,-1.6366549,-2.8221185,-2.0437529,-2.1167343,-5.0597444,-2.641923,0.52103698,-4.7761369,-4.302278,-0.96871543,-6.8932009,2.7287853,3.3477139,-0.47243792,2.7435062,1.4234231,2.484493,-0.01629989,-3.3923895,-4.6086116,-4.5416441,-1.6121148,1.2504305,0.081751093,0.090691663
Sound_Guitar,-396.714325,96.2121124,4.51389122,25.4206371,11.1176195,8.27307129,-2.79756236,0.27268213,-2.52810431,1.88390112,-2.24781132,1.28164339,-1.84121835,-1.55708122,-0.763280272,0.438044459,-1.6717366,-0.521587193,-3.26438069,-3.39751816,-1.80925834,0.584959328,-5.06937933,-2.03267074,1.08392036,-5.86681652,-0.228394732,-2.48782611,-2.76628757,0.101581626,-0.55261755,-0.718099713,-0.415345192,-0.92461133,-2.3542788,-2.12306118,-2.60676742,-1.24014282,-1.26298845,-0.686313748
Sound_Guitar,-391.034,147.63858,20.082445,27.054937,20.572887,8.471179,-0.58759588,-6.4219708,-6.2419381,-1.5643822,-4.0350771,-4.0989795,-4.0792084,-4.1183071,-3.3703589,0.52052408,-1.4429517,-1.6668967,-0.64546061,-2.8539615,-2.0227096,-1.1268004,-5.1068301,0.13640659,1.2837852,-6.2945142,1.182295,0.18487349,-5.4065146,-1.6444293,0.29201362,-2.0182295,-2.1732767,-0.85540622,-2.3930497,-2.8018951,-2.699461,-2.5503237,-2.735606,-1.2403902
Sound_Guitar,-349.02005,155.32457,14.630503,29.844507,12.483392,-4.1632266,-6.2515993,-4.7150302,-3.4374738,-4.2243438,-3.8465776,-3.8846927,-5.3940325,-4.9224682,-5.2370157,-4.0953526,-5.3416572,-5.2616754,-1.1085826,0.47374025,-0.29483458,0.96575779,-2.5126584,-0.78037,-1.13006,-6.2200918,3.5128491,0.90745139,-4.017767,1.8518412,2.4201775,2.0069108,3.075103,1.2577449,0.14106986,-1.1284829,-2.8017278,-2.5264566,-1.8232564,-0.21400692
Sound_Guitar,-354.711334,164.682648,37.3193321,25.7993279,11.8517799,5.73752975,-6.51239204,-10.5141735,-4.74429464,-5.06665182,-5.06228161,-3.03274441,-7.18614626,-5.87706995,-4.12880802,-4.61288261,-1.61700404,-1.94497406,-8.59532738,-2.91637421,2.28113151,2.37010145,-3.27871728,-8.31225967,-4.55338287,-7.24529219,1.60566592,4.42230558,2.05778646,-0.026308721,-4.62855625,-4.07637358,-3.60946012,-2.78411984,-4.20005465,-3.73372102,-2.5966258,-2.68509126,-3.9545505,-0.151917294
Sound_Guitar,-347.938232,115.654915,14.1984873,25.9026833,-3.42922258,9.01015472,-2.49531913,3.41575122,-5.50989437,3.04406166,-5.01148176,0.693072259,-6.55053377,-2.61241603,-5.7038703,1.11629474,-2.58360553,2.15861964,-2.73468041,-2.57154703,-2.38340259,1.19870317,2.58319712,-0.023507679,1.60952377,-3.78304219,-0.240892112,-0.898638666,0.217357248,0.982650459,-0.393076658,1.9706769,1.36488521,3.26007795,1.45957756,1.63781142,-1.32909465,-0.839516699,-2.96668816,-3.12194538
Sound_Guitar,-331.40088,119.84801,4.2824316,23.112713,-1.3849348,8.7698469,-6.867322,-1.2747997,-9.6622286,-1.4102,-9.9713202,-2.7683594,-7.6954298,-1.8951865,-5.4183741,-0.96995586,-7.8364301,-5.1175795,-6.8088303,0.51194692,0.45851025,0.075444758,-2.6633258,-2.9965563,2.7316918,-3.9452798,3.0829642,1.2647843,0.52740026,0.47269043,-2.2697814,-1.840726,-3.0052042,-1.0243418,-1.7100787,-0.47573057,-1.1498442,2.9986238,1.6008152,2.125937
Sound_Guitar,-394.24918,88.293015,7.731451,17.834444,-16.630878,5.129714,-4.8647432,-0.15134719,-6.969213,0.54902554,-6.3743043,0.61271363,-7.5042319,-1.4573096,-4.7768583,3.8873706,1.6373062,7.6774025,2.7855847,8.3478107,5.0434895,7.5507073,5.9735608,-0.72704762,2.9536753,4.4891195,11.957164,7.0266232,-0.46843114,-0.6909405,-1.2021248,6.5684471,1.8976402,-0.55554575,-3.193145,1.0958605,-2.2872715,-0.97895539,-1.3428922,2.3524978
Sound_Guitar,-349.40341,104.80536,9.7242317,15.225543,-21.920578,3.1273632,-7.7540593,-4.197638,-9.005537,-0.63727576,-8.9064035,-3.4174762,-8.8854036,-5.0149155,-6.562355,4.0638013,2.2233908,8.5015268,2.3939612,5.3961158,4.4539127,5.1229005,5.8502312,-3.0095038,1.2415946,3.0264511,13.276056,8.1569023,-1.3767525,-2.596843,-0.56920344,8.8782682,2.673497,-1.7248415,-4.7181139,-0.56673616,-4.0252328,-2.9329653,-0.30164424,2.7242384
Sound_Guitar,-422.87219,90.499374,12.379466,15.759145,-12.42239,7.5218635,-3.7727697,0.33441693,-5.5305781,-0.88501316,-6.6580238,-3.0821016,-3.9890718,0.49360731,0.41660166,7.8897371,2.7775769,6.2054348,2.772929,6.8274212,7.4533124,6.4590569,3.8855698,-1.9902077,1.9882538,0.32297546,0.58227307,-3.6456926,-0.28225255,5.2635117,1.3238019,1.0168211,-2.3163369,-0.23903294,-1.7027663,-0.41097462,-1.3043342,0.060367018,-0.45777175,1.2453729
Sound_Guitar,-379.69632,105.028015,8.97893429,17.5337067,-18.448761,3.12447453,-7.61970806,0.446953893,-9.36705208,-0.969324291,-8.31934738,-3.1456511,-3.40946865,0.021927455,0.263677627,8.09188557,1.9440552,3.77941084,1.0615164,5.98755455,8.58565617,9.33044052,7.18524837,1.22471344,4.78864288,1.78380239,2.20548677,-5.66122389,-1.88353431,5.97725058,2.47173572,-0.096085437,-4.03810835,-2.02258372,-3.20888591,-0.906047285,-2.80601215,-1.25140059,-1.37208605,2.55925512
Sound_Guitar,-424.52216,161.14453,29.76421,8.3167658,4.8798628,-7.7049375,-8.4934607,-7.902123,-11.827253,-11.295794,-11.020334,-10.860629,-9.6957607,-9.0826893,-8.4193554,-7.7664347,-7.6710467,-7.7197633,-7.529871,-9.4341908,-9.4830151,-5.8642478,-5.2577806,-4.851819,-5.0325451,-7.724216,-7.500792,-4.2793164,-1.0305711,0.98072243,0.15990433,-3.1632867,-3.646524,-2.2627873,-3.0287328,-3.8395534,-3.3768177,-3.2932458,-3.5283952,-5.3659325
Sound_Guitar,-368.631897,124.615326,-29.1432457,4.95147657,-4.95372248,-17.5369205,-16.1287174,-14.7639217,-19.3139935,-17.1504841,-11.5697327,-8.38290882,-6.19937754,-5.97215462,-9.46395016,-8.34770775,-9.26717663,-10.1615839,-10.7437744,-4.22728348,2.30207992,-2.66818905,-2.3970983,3.49292588,8.95694447,7.77066946,-0.973210752,-7.54543591,-17.3747425,-8.43322659,7.34294558,13.7786598,16.3151684,9.02543259,0.365710735,-4.25117683,0.709621191,-1.67417097,-7.305758,-1.98128903
Sound_Guitar,-319.7226,147.54086,-12.28462,21.996105,-13.891261,-21.050919,-4.8641434,-14.624591,-22.115551,-12.84958,-11.129165,-8.6156063,-7.8429122,-7.3709369,-8.1842613,-14.092002,-15.655085,-13.253793,-15.325641,0.054010678,0.23553105,-2.5944688,-3.6470139,-11.79755,-6.4760232,1.1987243,1.1762902,2.4197979,-11.963371,-17.416828,-10.336025,-5.3743196,1.1834899,-3.6945772,-1.84333,0.41015762,-0.18662061,-7.4175649,-9.4944563,-2.8911421
Sound_Guitar,-389.73288,166.280029,11.5131378,-3.98022223,0.031740643,-6.78011751,-10.3836565,-6.59920025,-13.4061079,-7.59948683,-3.60391164,-11.3548307,-8.16772366,-5.34820032,-6.06844759,-4.696064,-6.42868805,-9.10879707,-7.62449217,-7.54122496,-4.92250538,-2.4113667,-5.90019131,-5.15058804,-8.61807632,-6.15234613,1.55276406,6.40127945,8.0267334,0.979516089,-9.39101791,-16.8118572,-12.6461229,-2.87404585,0.99353832,-3.49755812,-8.04751587,-4.98126316,-0.647720098,-0.369457245
Sound_Guitar,-350.78824,171.38942,35.611076,16.788061,12.793645,-8.615095,-13.77121,-11.821638,-12.289644,-9.216655,-10.352555,-11.631332,-11.003007,-9.271871,-8.451141,-10.399003,-9.564268,-9.2346945,-12.101349,-12.805443,-7.3522005,-3.0520904,-6.0869036,-7.2684436,-3.8367627,-3.3181007,-4.4942536,-1.9131807,-2.5203602,-5.4597955,-5.8325295,-7.212953,-5.4848046,-0.5363216,2.150821,3.052894,1.8192996,-1.6320777,-3.6713295,-3.1079237
Sound_Guitar,-359.63394,159.23262,-6.932426,6.3423867,1.1454393,-6.026068,-11.987944,-11.703625,-16.74348,-4.6111083,2.3531725,-7.330275,-13.56266,-7.9418416,-6.5422564,-7.5412126,-8.685085,-4.409713,-6.2147536,-6.69528,-4.908413,-7.410746,-9.605422,-10.69558,-9.90135,-6.4662724,2.4394498,6.921002,3.0653617,-3.0600529,-10.392432,-12.442038,-4.6727037,4.5384293,6.4254127,1.5038095,-4.898839,-6.705829,-7.664497,-8.67684
